QuestionText,AnswerText,Tags
Describe a pants suitable for casual during spring.,vintage pink leather pants,"pants,vintage,pink,leather,casual,spring,lounge,soft,comfy,men,women"
What scarf do you wear for outdoor in spring?,athleisure yellow suede scarf,"scarf,athleisure,yellow,suede,outdoor,spring,overcoat,gray,men,women"
What blazer do you wear for outdoor in winter?,preppy white cotton blazer,"blazer,preppy,white,cotton,outdoor,winter,laid-back,slogan,bold,men,women"
Which scarf would you choose for a outdoor in summer?,formal yellow nylon scarf,"scarf,formal,yellow,nylon,outdoor,summer,classic,loafers,brown,men,women"
Describe a sneakers suitable for party during autumn.,preppy green suede sneakers,"sneakers,preppy,green,suede,party,autumn,,men,women"
Describe a pants suitable for concert during summer.,elegant green suede pants,"pants,elegant,green,suede,concert,summer,outdoor,parka,olive,men,women"
Which sneakers would you choose for a wedding in summer?,athleisure green cotton sneakers,"sneakers,athleisure,green,cotton,wedding,summer,round-neck,men,women"
What scarf do you wear for office in winter?,vintage black nylon scarf,"scarf,vintage,black,nylon,office,winter,overcoat,gray,men,women"
Which scarf would you choose for a indoor in winter?,casual pink silk scarf,"scarf,casual,pink,silk,indoor,winter,chill,vintage,washed,men,women"
What sneakers do you wear for casual in summer?,preppy green denim sneakers,"sneakers,preppy,green,denim,casual,summer,sporty,mesh,quick-dry,men,women"
Describe a skirt suitable for outdoor during spring.,elegant brown wool skirt,"skirt,elegant,brown,wool,outdoor,spring,,women"
Describe a jacket suitable for office during summer.,formal black denim jacket,"jacket,formal,black,denim,office,summer,bright,red,neutral,weekend,plaid,everyday,short-sleeve,men,women"
What jewelry do you wear for indoor in summer?,formal green suede jewelry,"jewelry,formal,green,suede,indoor,summer,bright,red,neutral,weekend,plaid,everyday,short-sleeve,women"
Which boots would you choose for a interview in spring?,elegant blue silk boots,"boots,elegant,blue,silk,interview,spring,everyday,soft-touch,regular-fit,workwear,striped,executive,slim-fit,professional,men,women"
What's your go-to blazer for a casual in spring?,casual blue denim blazer,"blazer,casual,blue,denim,casual,spring,urban,men,women"
What's your go-to suit for a office in summer?,boho brown linen suit,"suit,boho,brown,linen,office,summer,short-sleeve,everyday,relaxed-fit,oversized,print,men"
Which jewelry would you choose for a office in summer?,grunge gray linen jewelry,"jewelry,grunge,gray,linen,office,summer,swimwear gray,women"
Which jacket would you choose for a interview in spring?,athleisure white silk jacket,"jacket,athleisure,white,silk,interview,spring,business,checked,gray,full-sleeve,workwear,button-up,navy,regular-fit,solid,men,women"
What suit do you wear for casual in spring?,preppy purple leather suit,"suit,preppy,purple,leather,casual,spring,training,t-shirt,performance,men"
What's your go-to sneakers for a outdoor in spring?,athleisure green silk sneakers,"sneakers,athleisure,green,silk,outdoor,spring,workout,sleeveless,mesh,men,women"
What suit do you wear for outdoor in summer?,athleisure purple leather suit,"suit,athleisure,purple,leather,outdoor,summer,preppy,fitted,maroon,men"
Describe a scarf suitable for date during spring.,grunge black wool scarf,"scarf,grunge,black,wool,date,spring,sneakers,men,women"
What's your go-to blazer for a interview in autumn?,vintage white denim blazer,"blazer,vintage,white,denim,interview,autumn,lounge,soft,comfy,men,women"
Describe a sneakers suitable for concert during autumn.,elegant gray leather sneakers,"sneakers,elegant,gray,leather,concert,autumn,rugged,boots,durable,men,women"
What suit do you wear for concert in autumn?,grunge white cotton suit,"suit,grunge,white,cotton,concert,autumn,bright,red,neutral,weekend,plaid,everyday,short-sleeve,men"
What's your go-to sneakers for a office in autumn?,athleisure red denim sneakers,"sneakers,athleisure,red,denim,office,autumn,fitness,leggings,stretch,men,women"
Which pants would you choose for a date in autumn?,athleisure black wool pants,"pants,athleisure,black,wool,date,autumn,simple,regular-fit,brown,men,women"
What's your go-to boots for a concert in winter?,grunge purple wool boots,"boots,grunge,purple,wool,concert,winter,corporate,pastel,collared,gray,ripped,men,women"
What's your go-to suit for a indoor in autumn?,elegant pink suede suit,"suit,elegant,pink,suede,indoor,autumn,weekend,logo,pastel,men"
What oxfords do you wear for concert in autumn?,boho yellow wool oxfords,"oxfords,boho,yellow,wool,concert,autumn,everyday,soft-touch,regular-fit,workwear,striped,executive,slim-fit,professional,men,women"
Which suit would you choose for a party in summer?,grunge red nylon suit,"suit,grunge,red,nylon,party,summer,traditional,kurta,pastel,men"
Which scarf would you choose for a wedding in winter?,grunge red silk scarf,"scarf,grunge,red,silk,wedding,winter,preppy,fitted,maroon,men,women"
Describe a jewelry suitable for office during spring.,vintage green silk jewelry,"jewelry,vintage,green,silk,office,spring,classic,plain,navy,women"
Which sneakers would you choose for a party in winter?,grunge purple silk sneakers,"sneakers,grunge,purple,silk,party,winter,relaxed,floral,men,women"
Which suit would you choose for a office in spring?,athleisure gray cotton suit,"suit,athleisure,gray,cotton,office,spring,smart-,pique,men"
What's your go-to blazer for a outdoor in winter?,elegant brown wool blazer,"blazer,elegant,brown,wool,outdoor,winter,joggers,men,women"
What's your go-to suit for a indoor in spring?,elegant white cotton suit,"suit,elegant,white,cotton,indoor,spring,joggers,men"
What pants do you wear for office in summer?,elegant white silk pants,"pants,elegant,white,silk,office,summer,laid-back,slogan,bold,men,women"
Which sneakers would you choose for a casual in winter?,preppy yellow silk sneakers,"sneakers,preppy,yellow,silk,casual,winter,joggers,men,women"
Which blazer would you choose for a concert in spring?,formal red nylon blazer,"blazer,formal,red,nylon,concert,spring,short-sleeve,men,women"
Which suit would you choose for a interview in autumn?,elegant green denim suit,"suit,elegant,green,denim,interview,autumn,smart-,pique,men"
What's your go-to scarf for a concert in autumn?,formal gray silk scarf,"scarf,formal,gray,silk,concert,autumn,joggers,men,women"
Which scarf would you choose for a wedding in spring?,casual black cotton scarf,"scarf,casual,black,cotton,wedding,spring,classic,plain,navy,men,women"
Which blazer would you choose for a office in winter?,vintage green suede blazer,"blazer,vintage,green,suede,office,winter,leather,men,women"
What's your go-to scarf for a party in summer?,vintage pink cotton scarf,"scarf,vintage,pink,cotton,party,summer,joggers,men,women"
Which jacket would you choose for a wedding in spring?,vintage purple denim jacket,"jacket,vintage,purple,denim,wedding,spring,semi-,self-print,grey,men,women"
Which oxfords would you choose for a wedding in winter?,vintage red cotton oxfords,"oxfords,vintage,red,cotton,wedding,winter,leather,men,women"
What's your go-to pants for a wedding in winter?,casual pink leather pants,"pants,casual,pink,leather,wedding,winter,plain,olive,men,women"
Which scarf would you choose for a outdoor in spring?,casual blue denim scarf,"scarf,casual,blue,denim,outdoor,spring,fitness,leggings,stretch,men,women"
Which pants would you choose for a date in winter?,elegant brown linen pants,"pants,elegant,brown,linen,date,winter,classic,loafers,brown,men,women"
What's your go-to jacket for a interview in autumn?,grunge green silk jacket,"jacket,grunge,green,silk,interview,autumn,preppy,fitted,maroon,men,women"
What's your go-to oxfords for a date in spring?,preppy yellow nylon oxfords,"oxfords,preppy,yellow,nylon,date,spring,breathable,solid-color,men,women"
Which sneakers would you choose for a interview in spring?,grunge purple leather sneakers,"sneakers,grunge,purple,leather,interview,spring,preppy,fitted,maroon,men,women"
Describe a sneakers suitable for indoor during summer.,elegant purple nylon sneakers,"sneakers,elegant,purple,nylon,indoor,summer,plain,olive,men,women"
Describe a pants suitable for outdoor during summer.,vintage brown suede pants,"pants,vintage,brown,suede,outdoor,summer,sporty,mesh,quick-dry,men,women"
What's your go-to skirt for a date in winter?,boho white leather skirt,"skirt,boho,white,leather,date,winter,sporty,fitted,navy,women"
What's your go-to jacket for a interview in winter?,preppy blue suede jacket,"jacket,preppy,blue,suede,interview,winter,relaxed,striped,soft-touch,men,women"
Which jewelry would you choose for a office in summer?,preppy blue linen jewelry,"jewelry,preppy,blue,linen,office,summer,training,t-shirt,performance,women"
Describe a oxfords suitable for wedding during spring.,vintage pink denim oxfords,"oxfords,vintage,pink,denim,wedding,spring,sporty,breathable,men,women"
What skirt do you wear for interview in autumn?,casual gray wool skirt,"skirt,casual,gray,wool,interview,autumn,sporty,breathable,women"
What scarf do you wear for casual in spring?,preppy black nylon scarf,"scarf,preppy,black,nylon,casual,spring,printed,fun,men,women"
What's your go-to blazer for a party in spring?,casual black denim blazer,"blazer,casual,black,denim,party,spring,sporty,fitted,navy,men,women"
Describe a skirt suitable for office during autumn.,elegant white cotton skirt,"skirt,elegant,white,cotton,office,autumn,active,breathable,quick-dry,women"
Describe a boots suitable for wedding during spring.,grunge brown cotton boots,"boots,grunge,brown,cotton,wedding,spring,running,tank-top,lightweight,men,women"
What scarf do you wear for interview in autumn?,formal pink suede scarf,"scarf,formal,pink,suede,interview,autumn,printed,fun,men,women"
What scarf do you wear for date in winter?,preppy white cotton scarf,"scarf,preppy,white,cotton,date,winter,sneakers,men,women"
Describe a boots suitable for indoor during autumn.,casual red cotton boots,"boots,casual,red,cotton,indoor,autumn,weekend,logo,pastel,men,women"
Which boots would you choose for a date in spring?,athleisure black leather boots,"boots,athleisure,black,leather,date,spring,festive,off-,men,women"
What jacket do you wear for indoor in summer?,boho yellow silk jacket,"jacket,boho,yellow,silk,indoor,summer,business,checked,gray,full-sleeve,workwear,button-up,navy,regular-fit,solid,men,women"
Which suit would you choose for a casual in winter?,athleisure pink cotton suit,"suit,athleisure,pink,cotton,casual,winter,joggers,men"
What's your go-to oxfords for a indoor in autumn?,athleisure pink suede oxfords,"oxfords,athleisure,pink,suede,indoor,autumn,slip-on,canvas,men,women"
What blazer do you wear for interview in autumn?,preppy purple linen blazer,"blazer,preppy,purple,linen,interview,autumn,training,t-shirt,performance,men,women"
What skirt do you wear for indoor in spring?,vintage pink cotton skirt,"skirt,vintage,pink,cotton,indoor,spring,slip-on,canvas,women"
What's your go-to boots for a indoor in autumn?,grunge white cotton boots,"boots,grunge,white,cotton,indoor,autumn,festive,off-,men,women"
Which jacket would you choose for a outdoor in autumn?,preppy red cotton jacket,"jacket,preppy,red,cotton,outdoor,autumn,classic,loafers,brown,men,women"
What's your go-to scarf for a party in autumn?,casual purple nylon scarf,"scarf,casual,purple,nylon,party,autumn,sporty,mesh,quick-dry,men,women"
What jewelry do you wear for date in spring?,formal blue leather jewelry,"jewelry,formal,blue,leather,date,spring,laid-back,slogan,bold,women"
Which pants would you choose for a casual in winter?,boho pink linen pants,"pants,boho,pink,linen,casual,winter,training,t-shirt,performance,men,women"
What's your go-to jewelry for a interview in winter?,vintage purple nylon jewelry,"jewelry,vintage,purple,nylon,interview,winter,cool,print,bold,women"
Describe a sneakers suitable for indoor during spring.,boho brown linen sneakers,"sneakers,boho,brown,linen,indoor,spring,festive,off-,men,women"
What suit do you wear for indoor in summer?,vintage black suede suit,"suit,vintage,black,suede,indoor,summer,business,checked,gray,full-sleeve,workwear,button-up,navy,regular-fit,solid,men"
Describe a boots suitable for party during summer.,formal pink linen boots,"boots,formal,pink,linen,party,summer,ethnic,embroidered,men,women"
Describe a sneakers suitable for casual during winter.,elegant blue denim sneakers,"sneakers,elegant,blue,denim,casual,winter,rugged,boots,durable,men,women"
What oxfords do you wear for interview in summer?,elegant gray linen oxfords,"oxfords,elegant,gray,linen,interview,summer,embroidered,premium,men,women"
What's your go-to oxfords for a concert in spring?,grunge red cotton oxfords,"oxfords,grunge,red,cotton,concert,spring,lightweight,everyday,printed,laid-back,solid,pastel,relaxed,floral,trendy,washed-look,men,women"
What sneakers do you wear for concert in spring?,elegant gray wool sneakers,"sneakers,elegant,gray,wool,concert,spring,semi-,self-print,grey,men,women"
What's your go-to jewelry for a indoor in spring?,formal yellow linen jewelry,"jewelry,formal,yellow,linen,indoor,spring,short-sleeve,everyday,relaxed-fit,oversized,print,women"
Which boots would you choose for a wedding in summer?,elegant blue linen boots,"boots,elegant,blue,linen,wedding,summer,relaxed,floral,men,women"
Which skirt would you choose for a party in winter?,vintage red linen skirt,"skirt,vintage,red,linen,party,winter,training,t-shirt,performance,women"
Which jewelry would you choose for a concert in spring?,grunge brown silk jewelry,"jewelry,grunge,brown,silk,concert,spring,gymwear,relaxed,bold,women"
What skirt do you wear for wedding in winter?,vintage yellow denim skirt,"skirt,vintage,yellow,denim,wedding,winter,traditional,kurta,pastel,women"
Describe a boots suitable for outdoor during autumn.,grunge green nylon boots,"boots,grunge,green,nylon,outdoor,autumn,classic,collar,navy,men,women"
Describe a jewelry suitable for office during spring.,elegant pink suede jewelry,"jewelry,elegant,pink,suede,office,spring,rugged,boots,durable,women"
What boots do you wear for wedding in autumn?,formal white leather boots,"boots,formal,white,leather,wedding,autumn,bright,red,neutral,weekend,plaid,everyday,short-sleeve,men,women"
What's your go-to suit for a casual in spring?,preppy brown denim suit,"suit,preppy,brown,denim,casual,spring,laid-back,slogan,bold,men"
What jacket do you wear for indoor in spring?,athleisure yellow denim jacket,"jacket,athleisure,yellow,denim,indoor,spring,padded,men,women"
What jacket do you wear for office in summer?,casual pink denim jacket,"jacket,casual,pink,denim,office,summer,festive,off-,men,women"
What sneakers do you wear for casual in summer?,vintage yellow wool sneakers,"sneakers,vintage,yellow,wool,casual,summer,simple,regular-fit,brown,men,women"
What's your go-to oxfords for a interview in autumn?,vintage pink suede oxfords,"oxfords,vintage,pink,suede,interview,autumn,crew-neck,soft-touch,men,women"
What oxfords do you wear for concert in spring?,athleisure black nylon oxfords,"oxfords,athleisure,black,nylon,concert,spring,cool,print,bold,men,women"
What suit do you wear for indoor in spring?,casual white silk suit,"suit,casual,white,silk,indoor,spring,semi-,self-print,grey,men"
What jewelry do you wear for casual in winter?,athleisure yellow silk jewelry,"jewelry,athleisure,yellow,silk,casual,winter,training,moisture-wicking,grey,women"
Describe a jacket suitable for office during summer.,formal blue cotton jacket,"jacket,formal,blue,cotton,office,summer,overcoat,gray,men,women"
What's your go-to suit for a outdoor in spring?,preppy gray denim suit,"suit,preppy,gray,denim,outdoor,spring,padded,men"
What's your go-to sneakers for a office in summer?,casual blue linen sneakers,"sneakers,casual,blue,linen,office,summer,cool,print,bold,men,women"
Which boots would you choose for a indoor in spring?,grunge blue leather boots,"boots,grunge,blue,leather,indoor,spring,padded,men,women"
Which jewelry would you choose for a interview in autumn?,grunge red linen jewelry,"jewelry,grunge,red,linen,interview,autumn,weekend,logo,pastel,women"
Which oxfords would you choose for a office in spring?,grunge yellow silk oxfords,"oxfords,grunge,yellow,silk,office,spring,breathable,solid-color,men,women"
Which scarf would you choose for a office in autumn?,preppy white leather scarf,"scarf,preppy,white,leather,office,autumn,leather,men,women"
Which oxfords would you choose for a office in autumn?,elegant blue leather oxfords,"oxfords,elegant,blue,leather,office,autumn,everyday,soft-touch,regular-fit,workwear,striped,executive,slim-fit,professional,men,women"
Which pants would you choose for a indoor in autumn?,boho blue silk pants,"pants,boho,blue,silk,indoor,autumn,training,moisture-wicking,grey,men,women"
What suit do you wear for party in spring?,preppy gray wool suit,"suit,preppy,gray,wool,party,spring,overcoat,gray,men"
What's your go-to boots for a outdoor in spring?,preppy blue leather boots,"boots,preppy,blue,leather,outdoor,spring,lightweight,everyday,cream,men,women"
Which pants would you choose for a party in winter?,preppy gray linen pants,"pants,preppy,gray,linen,party,winter,fitness,leggings,stretch,men,women"
What's your go-to scarf for a indoor in spring?,vintage yellow suede scarf,"scarf,vintage,yellow,suede,indoor,spring,high-top,trendy,men,women"
Which suit would you choose for a party in winter?,casual blue wool suit,"suit,casual,blue,wool,party,winter,padded,men"
What jewelry do you wear for wedding in summer?,formal black leather jewelry,"jewelry,formal,black,leather,wedding,summer,lounge,soft,comfy,women"
Describe a scarf suitable for wedding during winter.,formal green linen scarf,"scarf,formal,green,linen,wedding,winter,short-sleeve,men,women"
What's your go-to blazer for a indoor in summer?,boho gray leather blazer,"blazer,boho,gray,leather,indoor,summer,corporate,pastel,collared,gray,ripped,men,women"
What's your go-to jacket for a office in spring?,vintage black leather jacket,"jacket,vintage,black,leather,office,spring,short-sleeve,men,women"
Describe a pants suitable for concert during summer.,casual white suede pants,"pants,casual,white,suede,concert,summer,short-sleeve,men,women"
Describe a suit suitable for wedding during winter.,elegant blue nylon suit,"suit,elegant,blue,nylon,wedding,winter,sporty,fitted,navy,men"
What suit do you wear for party in spring?,formal gray leather suit,"suit,formal,gray,leather,party,spring,classic,collar,navy,men"
Which sneakers would you choose for a wedding in summer?,formal red suede sneakers,"sneakers,formal,red,suede,wedding,summer,joggers,men,women"
Describe a suit suitable for wedding during autumn.,formal brown cotton suit,"suit,formal,brown,cotton,wedding,autumn,cool,print,bold,men"
What's your go-to skirt for a casual in spring?,elegant green linen skirt,"skirt,elegant,green,linen,casual,spring,training,moisture-wicking,grey,women"
Describe a scarf suitable for office during winter.,casual purple suede scarf,"scarf,casual,purple,suede,office,winter,beige,men,women"
Which scarf would you choose for a party in spring?,athleisure green silk scarf,"scarf,athleisure,green,silk,party,spring,high-top,trendy,men,women"
Describe a sneakers suitable for office during summer.,vintage blue linen sneakers,"sneakers,vintage,blue,linen,office,summer,gym,compression,men,women"
Describe a jacket suitable for wedding during autumn.,vintage blue nylon jacket,"jacket,vintage,blue,nylon,wedding,autumn,traditional,men,women"
What's your go-to blazer for a interview in summer?,preppy pink silk blazer,"blazer,preppy,pink,silk,interview,summer,beige,men,women"
What skirt do you wear for interview in winter?,casual green linen skirt,"skirt,casual,green,linen,interview,winter,sporty,mesh,quick-dry,women"
What's your go-to scarf for a interview in spring?,casual blue denim scarf,"scarf,casual,blue,denim,interview,spring,relaxed,drawstring,men,women"
Which blazer would you choose for a party in summer?,athleisure green nylon blazer,"blazer,athleisure,green,nylon,party,summer,fitness,leggings,stretch,men,women"
Which sneakers would you choose for a concert in spring?,grunge red wool sneakers,"sneakers,grunge,red,wool,concert,spring,running,tank-top,lightweight,men,women"
What jacket do you wear for indoor in winter?,vintage yellow suede jacket,"jacket,vintage,yellow,suede,indoor,winter,ethnic,embroidered,men,women"
Describe a sneakers suitable for casual during winter.,vintage brown nylon sneakers,"sneakers,vintage,brown,nylon,casual,winter,sporty,mesh,quick-dry,men,women"
What scarf do you wear for interview in spring?,formal green cotton scarf,"scarf,formal,green,cotton,interview,spring,round-neck,men,women"
Which blazer would you choose for a interview in winter?,athleisure yellow suede blazer,"blazer,athleisure,yellow,suede,interview,winter,traditional,kurta,pastel,men,women"
What's your go-to scarf for a wedding in winter?,preppy gray cotton scarf,"scarf,preppy,gray,cotton,wedding,winter,training,t-shirt,performance,men,women"
Describe a jewelry suitable for indoor during spring.,vintage purple denim jewelry,"jewelry,vintage,purple,denim,indoor,spring,sporty,fitted,navy,women"
Which scarf would you choose for a interview in winter?,grunge gray suede scarf,"scarf,grunge,gray,suede,interview,winter,breathable,solid-color,men,women"
What skirt do you wear for indoor in spring?,athleisure white silk skirt,"skirt,athleisure,white,silk,indoor,spring,classic,loafers,brown,women"
What sneakers do you wear for party in summer?,grunge red silk sneakers,"sneakers,grunge,red,silk,party,summer,laid-back,slogan,bold,men,women"
Which skirt would you choose for a concert in summer?,grunge gray leather skirt,"skirt,grunge,gray,leather,concert,summer,plain,olive,women"
Describe a pants suitable for casual during autumn.,athleisure red wool pants,"pants,athleisure,red,wool,casual,autumn,skinny,stretch,rugged,bootcut,stone-wash,modern,cropped,skinny,daily,function,men,women"
Describe a suit suitable for wedding during winter.,grunge purple leather suit,"suit,grunge,purple,leather,wedding,winter,relaxed,drawstring,men"
Describe a oxfords suitable for office during spring.,preppy pink leather oxfords,"oxfords,preppy,pink,leather,office,spring,ethnic,embroidered,men,women"
Which boots would you choose for a concert in spring?,vintage blue nylon boots,"boots,vintage,blue,nylon,concert,spring,chill,vintage,washed,men,women"
Describe a jewelry suitable for casual during autumn.,athleisure white denim jewelry,"jewelry,athleisure,white,denim,casual,autumn,relaxed,floral,women"
What's your go-to jacket for a outdoor in spring?,grunge yellow nylon jacket,"jacket,grunge,yellow,nylon,outdoor,spring,pastel,logo,men,women"
What sneakers do you wear for concert in autumn?,grunge blue wool sneakers,"sneakers,grunge,blue,wool,concert,autumn,active,breathable,quick-dry,men,women"
Which boots would you choose for a wedding in winter?,casual black cotton boots,"boots,casual,black,cotton,wedding,winter,business,checked,gray,full-sleeve,workwear,button-up,navy,regular-fit,solid,men,women"
What's your go-to scarf for a office in winter?,casual yellow suede scarf,"scarf,casual,yellow,suede,office,winter,training,moisture-wicking,grey,men,women"
What oxfords do you wear for outdoor in summer?,casual purple wool oxfords,"oxfords,casual,purple,wool,outdoor,summer,cool,print,bold,men,women"
Which skirt would you choose for a date in winter?,grunge black nylon skirt,"skirt,grunge,black,nylon,date,winter,simple,regular-fit,brown,women"
What's your go-to skirt for a office in winter?,preppy purple denim skirt,"skirt,preppy,purple,denim,office,winter,preppy,fitted,maroon,women"
Describe a sneakers suitable for date during winter.,grunge pink silk sneakers,"sneakers,grunge,pink,silk,date,winter,beige,men,women"
What's your go-to jewelry for a office in autumn?,athleisure blue leather jewelry,"jewelry,athleisure,blue,leather,office,autumn,high-top,trendy,women"
Describe a blazer suitable for office during winter.,elegant yellow linen blazer,"blazer,elegant,yellow,linen,office,winter,sporty,fitted,navy,men,women"
What boots do you wear for office in summer?,boho red silk boots,"boots,boho,red,silk,office,summer,slimfit,darkwash,relaxed,everyday,light-wash,urban,distressed,tapered,classic,straightfit,indigo,highrise,faded,men,women"
Which jacket would you choose for a indoor in autumn?,vintage green silk jacket,"jacket,vintage,green,silk,indoor,autumn,gymwear,relaxed,bold,men,women"
What's your go-to skirt for a concert in winter?,grunge blue linen skirt,"skirt,grunge,blue,linen,concert,winter,traditional,women"
What jewelry do you wear for outdoor in winter?,elegant white suede jewelry,"jewelry,elegant,white,suede,outdoor,winter,business,checked,gray,full-sleeve,workwear,button-up,navy,regular-fit,solid,women"
Describe a oxfords suitable for concert during winter.,elegant white suede oxfords,"oxfords,elegant,white,suede,concert,winter,breathable,solid-color,men,women"
What's your go-to pants for a outdoor in spring?,athleisure red wool pants,"pants,athleisure,red,wool,outdoor,spring,classic,plain,navy,men,women"
Which jacket would you choose for a party in summer?,formal red wool jacket,"jacket,formal,red,wool,party,summer,workout,sleeveless,mesh,men,women"
What's your go-to sneakers for a concert in spring?,boho white silk sneakers,"sneakers,boho,white,silk,concert,spring,relaxed,drawstring,men,women"
What's your go-to suit for a party in autumn?,athleisure yellow suede suit,"suit,athleisure,yellow,suede,party,autumn,lightweight,everyday,printed,laid-back,solid,pastel,relaxed,floral,trendy,washed-look,men"
What scarf do you wear for outdoor in spring?,grunge green nylon scarf,"scarf,grunge,green,nylon,outdoor,spring,business,checked,gray,full-sleeve,workwear,button-up,navy,regular-fit,solid,men,women"
Which jewelry would you choose for a office in summer?,grunge purple denim jewelry,"jewelry,grunge,purple,denim,office,summer,embroidered,premium,women"
Which scarf would you choose for a indoor in summer?,casual black cotton scarf,"scarf,casual,black,cotton,indoor,summer,round-neck,men,women"
Which oxfords would you choose for a interview in winter?,boho pink wool oxfords,"oxfords,boho,pink,wool,interview,winter,lounge,soft,comfy,men,women"
Describe a boots suitable for outdoor during winter.,formal white cotton boots,"boots,formal,white,cotton,outdoor,winter,laid-back,slogan,bold,men,women"
Describe a sneakers suitable for outdoor during summer.,athleisure gray nylon sneakers,"sneakers,athleisure,gray,nylon,outdoor,summer,pastel,logo,men,women"
What oxfords do you wear for date in spring?,boho yellow nylon oxfords,"oxfords,boho,yellow,nylon,date,spring,ethnic,embroidered,men,women"
Describe a pants suitable for casual during summer.,boho purple wool pants,"pants,boho,purple,wool,casual,summer,lightweight,everyday,printed,laid-back,solid,pastel,relaxed,floral,trendy,washed-look,men,women"
What's your go-to pants for a indoor in spring?,casual green leather pants,"pants,casual,green,leather,indoor,spring,sporty,mesh,quick-dry,men,women"
Describe a blazer suitable for wedding during autumn.,vintage green wool blazer,"blazer,vintage,green,wool,wedding,autumn,training,t-shirt,performance,men,women"
Describe a oxfords suitable for interview during winter.,athleisure black leather oxfords,"oxfords,athleisure,black,leather,interview,winter,sporty,fitted,navy,men,women"
What's your go-to suit for a casual in summer?,grunge black wool suit,"suit,grunge,black,wool,casual,summer,sporty,running,breathable,men"
What suit do you wear for concert in spring?,athleisure pink nylon suit,"suit,athleisure,pink,nylon,concert,spring,active,breathable,quick-dry,men"
Which jewelry would you choose for a wedding in spring?,casual blue leather jewelry,"jewelry,casual,blue,leather,wedding,spring,festive,off-,women"
What's your go-to scarf for a outdoor in autumn?,casual blue silk scarf,"scarf,casual,blue,silk,outdoor,autumn,plain,olive,men,women"
Which skirt would you choose for a indoor in spring?,preppy pink leather skirt,"skirt,preppy,pink,leather,indoor,spring,lightweight,everyday,printed,laid-back,solid,pastel,relaxed,floral,trendy,washed-look,women"
What's your go-to pants for a wedding in spring?,elegant yellow denim pants,"pants,elegant,yellow,denim,wedding,spring,,men,women"
What's your go-to oxfords for a indoor in autumn?,vintage purple linen oxfords,"oxfords,vintage,purple,linen,indoor,autumn,smart-,pique,men,women"
Describe a jewelry suitable for date during summer.,grunge gray cotton jewelry,"jewelry,grunge,gray,cotton,date,summer,embroidered,premium,women"
Describe a oxfords suitable for outdoor during winter.,formal yellow linen oxfords,"oxfords,formal,yellow,linen,outdoor,winter,cool,print,bold,men,women"
Describe a boots suitable for concert during summer.,vintage blue silk boots,"boots,vintage,blue,silk,concert,summer,sporty,active,men,women"
What's your go-to sneakers for a concert in autumn?,preppy purple suede sneakers,"sneakers,preppy,purple,suede,concert,autumn,embroidered,premium,men,women"
Describe a oxfords suitable for office during autumn.,elegant red denim oxfords,"oxfords,elegant,red,denim,office,autumn,distressed,cool,men,women"
Describe a oxfords suitable for casual during summer.,formal blue nylon oxfords,"oxfords,formal,blue,nylon,casual,summer,relaxed,floral,men,women"
What's your go-to oxfords for a outdoor in spring?,boho pink wool oxfords,"oxfords,boho,pink,wool,outdoor,spring,breathable,solid-color,men,women"
Describe a scarf suitable for concert during autumn.,casual blue cotton scarf,"scarf,casual,blue,cotton,concert,autumn,simple,regular-fit,brown,men,women"
Describe a sneakers suitable for interview during winter.,athleisure black wool sneakers,"sneakers,athleisure,black,wool,interview,winter,preppy,fitted,maroon,men,women"
Which oxfords would you choose for a wedding in summer?,athleisure blue cotton oxfords,"oxfords,athleisure,blue,cotton,wedding,summer,preppy,fitted,maroon,men,women"
What's your go-to blazer for a concert in spring?,elegant pink wool blazer,"blazer,elegant,pink,wool,concert,spring,outdoor,parka,olive,men,women"
What's your go-to suit for a interview in summer?,boho gray linen suit,"suit,boho,gray,linen,interview,summer,overcoat,gray,men"
What jacket do you wear for outdoor in winter?,boho gray cotton jacket,"jacket,boho,gray,cotton,outdoor,winter,laid-back,slogan,bold,men,women"
Describe a boots suitable for party during spring.,casual black suede boots,"boots,casual,black,suede,party,spring,gymwear,relaxed,bold,men,women"
Which sneakers would you choose for a outdoor in winter?,boho black linen sneakers,"sneakers,boho,black,linen,outdoor,winter,workout,sleeveless,mesh,men,women"
What pants do you wear for casual in autumn?,casual gray wool pants,"pants,casual,gray,wool,casual,autumn,traditional,men,women"
What's your go-to suit for a wedding in winter?,vintage red cotton suit,"suit,vintage,red,cotton,wedding,winter,overcoat,gray,men"
Which sneakers would you choose for a outdoor in summer?,boho pink leather sneakers,"sneakers,boho,pink,leather,outdoor,summer,business,trench,beige,men,women"
Which suit would you choose for a office in winter?,vintage yellow nylon suit,"suit,vintage,yellow,nylon,office,winter,fitness,leggings,stretch,men"
Which suit would you choose for a interview in summer?,elegant gray silk suit,"suit,elegant,gray,silk,interview,summer,gym,compression,men"
What sneakers do you wear for outdoor in spring?,elegant yellow wool sneakers,"sneakers,elegant,yellow,wool,outdoor,spring,relaxed,striped,soft-touch,men,women"
Which scarf would you choose for a outdoor in winter?,preppy black denim scarf,"scarf,preppy,black,denim,outdoor,winter,traditional,kurta,pastel,men,women"
Which jacket would you choose for a outdoor in winter?,casual green suede jacket,"jacket,casual,green,suede,outdoor,winter,joggers,men,women"
What jacket do you wear for indoor in spring?,formal white denim jacket,"jacket,formal,white,denim,indoor,spring,round-neck,men,women"
